།_  དེ  བཞིན 	ཐུན་མོང 	མ་ཡིན་པ 	ལ 	བསྟོད་པ 	།_ 	དེ 	བཞིན 	གཤེགས་པ 	ཐམས་ཅད་ལ 	ཕྱག 	འཚལ་ལོ 	bstod tshogs ka_.txt	ཐུན་མོང  མ་ཡིན་པ  ལ  བསྟོད་པ  །_  དེ  བཞིན  གཤེགས་པ  ཐམས་ཅད་ལ  ཕྱག  འཚལ་ལོ 
།_།  དེ ར་ནི 	དང་བཅས་པ 	-ར 	སྤྱན 	དྲངས་པ 	།_། 	དེ	ར་ནི 	བརྩེ 	-ར 	བཅས 	གཤེགས་པ་དང 	bstod tshogs ka_.txt	དང་བཅས་པ  -ར  སྤྱན  དྲངས་པ  །_།  དེ ར་ནི  བརྩེ  -ར  བཅས  གཤེགས་པ་དང 
 དེ ་ལ 						དེ	་ལ 	ཕན 	འཇུག་པའི 	།_། 	ཐུགས 	bstod tshogs ka_.txt	     དེ ་ལ  ཕན  འཇུག་པའི  །_།  ཐུགས 
 དེ ་ལེགས་ཀྱིས 						དེ	་ལེགས་ཀྱིས 	།_། 	མི 	སྙན 	སྨྲ་ལ 	bstod tshogs ka_.txt	     དེ ་ལེགས་ཀྱིས  །_།  མི  སྙན  སྨྲ་ལ 
 དེ ན་པ་སྟེ 						དེ	ན་པ་སྟེ 	།_། 	ཁྱོད་ཀྱིས 	སྡང་བ 	བྱམས་པ 	bstod tshogs ka_.txt	     དེ ན་པ་སྟེ  །_།  ཁྱོད་ཀྱིས  སྡང་བ  བྱམས་པ 
གཏུམ་པ  དེ ས་པ 	འཇུངས་པ 	རྣམས་ནི 	གཏོང་ཕོད་དང 	།_། 	གཏུམ་པ 	དེ	ས་པ 	-ར 	བགྱིས་པ་གང 	།_། 	དེ་ནི 	bstod tshogs ka_.txt	འཇུངས་པ  རྣམས་ནི  གཏོང་ཕོད་དང  །_།  གཏུམ་པ  དེ ས་པ  -ར  བགྱིས་པ་གང  །_།  དེ་ནི 
 དེ ་བ་ཡིས 						དེ	་བ་ཡིས 	།_། 	ཤིན་ཏུ 	ངོ་མཚར 	གྱུར་པ་ཡིས 	bstod tshogs ka_.txt	     དེ ་བ་ཡིས  །_།  ཤིན་ཏུ  ངོ་མཚར  གྱུར་པ་ཡིས 
།_།  དེ ་ནི 	།_། 	ཐམས་ཅད་དུ་ནི 	ཚིག 	མི་འགྲུབ 	།_། 	དེ	་ནི 	ཤིན་ཏུ 	སྤངས 	མཛད་ཕྱིར 	།_། 	bstod tshogs ka_.txt	།_།  ཐམས་ཅད་དུ་ནི  ཚིག  མི་འགྲུབ  །_།  དེ ་ནི  ཤིན་ཏུ  སྤངས  མཛད་ཕྱིར  །_། 
 དེ ན 						དེ	ན 	གསུང 	ཁྱོད་ལ 	ཕྱག 	འཚལ་ལོ 	bstod tshogs ka_.txt	     དེ ན  གསུང  ཁྱོད་ལ  ཕྱག  འཚལ་ལོ 
 དེ  མ་མཆིས 						དེ 	མ་མཆིས 	།_། 	ཁ་ཅིག 	ཕ་རོལ 	འདོད 	bstod tshogs ka_.txt	     དེ  མ་མཆིས  །_།  ཁ་ཅིག  ཕ་རོལ  འདོད 
།_།  དེ ་དང 	-འི 	བསམ་པ 	ཐ 	དད་པ 	།_། 	དེ	་དང 	དེ 	-ར་ནི 	ཁྱོད་ཀྱིས་མཛད 	།_། 	bstod tshogs ka_.txt	-འི  བསམ་པ  ཐ  དད་པ  །_།  དེ ་དང  དེ  -ར་ནི  ཁྱོད་ཀྱིས་མཛད  །_། 
།_།  དེ  དག 	ཀུན 	མཛད་ལ 	ཕྱག 	འཚལ་ལོ 	།_། 	དེ 	དག 	ཀུན་ཀྱང 	དག་པ་དང 	།_། 	མི 	bstod tshogs ka_.txt	ཀུན  མཛད་ལ  ཕྱག  འཚལ་ལོ  །_།  དེ  དག  ཀུན་ཀྱང  དག་པ་དང  །_།  མི 
།_།  དེ ་གཉིས 	བདེན 	པར 	གསུང་བ 	ཁྱེད་ལ་ནི 	།_། 	དེ	་གཉིས 	གཞན་དུ 	གདའ་བ་ལགས 	།_། 	གཞན་གྱི 	bstod tshogs ka_.txt	བདེན  པར  གསུང་བ  ཁྱེད་ལ་ནི  །_།  དེ ་གཉིས  གཞན་དུ  གདའ་བ་ལགས  །_།  གཞན་གྱི 
།_།  དེ  བཞིན 	འབའ་ཞིག 	ཁྱོད་ནི 	སྨད 	གྱུར་ན 	།_། 	དེ 	བཞིན 	དཔག་མེད་དགེ 	ལྡན་པའི 	།_། 	སྒོར 	bstod tshogs ka_.txt	འབའ་ཞིག  ཁྱོད་ནི  སྨད  གྱུར་ན  །_།  དེ  བཞིན  དཔག་མེད་དགེ  ལྡན་པའི  །_།  སྒོར 
ཁྱོད་ནི  དེ ་ལྟར 	ཀུན 	ལ་སྨན 	སླད་དུ 	།_། 	ཁྱོད་ནི 	དེ	་ལྟར 	བརྩོན་པ་ལགས 	།_། 	སངས 	རྒྱས 	bstod tshogs ka_.txt	ཀུན  ལ་སྨན  སླད་དུ  །_།  ཁྱོད་ནི  དེ ་ལྟར  བརྩོན་པ་ལགས  །_།  སངས  རྒྱས 
 དེ  མཆིས 						དེ 	མཆིས 	སྙམ 	མི 	བགྱིད་དེ 	།_། 	bstod tshogs ka_.txt	     དེ  མཆིས  སྙམ  མི  བགྱིད་དེ  །_། 
 དེ  དག་གིས་ཀྱང 	སྐྱེ་བོ 	གང་དག 	མྱ་ངན་འདས 	།_། 		དེ 	དག་གིས་ཀྱང 	ལན 	མ་ལོན 	།_། 	རང 	bstod tshogs ka_.txt	སྐྱེ་བོ  གང་དག  མྱ་ངན་འདས  །_།   དེ  དག་གིས་ཀྱང  ལན  མ་ལོན  །_།  རང 
།_།  དེ  ལྟར་གང་གིས 	བྱེད་པ 	-ར 	བདག 	མཆོག་ཅིང 	།_། 	དེ 	ལྟར་གང་གིས 	རྨད་བྱུང་གསུངས 	།_། 	ཐོག 	མར 	bstod tshogs ka_.txt	བྱེད་པ  -ར  བདག  མཆོག་ཅིང  །_།  དེ  ལྟར་གང་གིས  རྨད་བྱུང་གསུངས  །_།  ཐོག  མར 
 དེ ་དག 						དེ	་དག 	_། 	རང 	དོན 	ཁོ་ན 	bstod tshogs ka_.txt	     དེ ་དག  _།  རང  དོན  ཁོ་ན 
 དེ ་ཡི 	བགྱིད་པ 	-ར་བས 	།_། 			དེ	་ཡི 	སླད་དུ 	འོ་བརྒྱལ་གང 	།_། 	དེ་ལ 	bstod tshogs ka_.txt	བགྱིད་པ  -ར་བས  །_།    དེ ་ཡི  སླད་དུ  འོ་བརྒྱལ་གང  །_།  དེ་ལ 
།_།  དེ  ཕྱིར 	།_། 	དགོངས་པ 	མཛད་པ་གང 	ལགས་པ 	།_། 	དེ 	ཕྱིར 	ཀུན་བདག་ལ 	ཕྱག་འཚལ 	།_། 	གལ་ཏེ 	bstod tshogs ka_.txt	།_།  དགོངས་པ  མཛད་པ་གང  ལགས་པ  །_།  དེ  ཕྱིར  ཀུན་བདག་ལ  ཕྱག་འཚལ  །_།  གལ་ཏེ 
།_།  དེ ་ནི 	མཛད་པ 	-ར 	མི 	སྤྱོད་གང 	།_། 	དེ	་ནི 	ངེས་པ 	-ར 	བགྱིད 	མི་རིགས 	bstod tshogs ka_.txt	མཛད་པ  -ར  མི  སྤྱོད་གང  །_།  དེ ་ནི  ངེས་པ  -ར  བགྱིད  མི་རིགས 
།_།  དེ  སླད 	གནས་ལ 	ཞུགས་ལ 	ཕྱག 	འཚལ་ལོ 	།_། 	དེ 	སླད 	འགྲོ་ལ 	བརྡ་སྤྲོད་པ 	།_། 	འགྲོ 	bstod tshogs ka_.txt	གནས་ལ  ཞུགས་ལ  ཕྱག  འཚལ་ལོ  །_།  དེ  སླད  འགྲོ་ལ  བརྡ་སྤྲོད་པ  །_།  འགྲོ 
།_།  དེ  ཕྱིར 	ཕྱིར་ལྡོག་པ 	-འི 	མི 	འཐད་ན 	།_། 	དེ 	ཕྱིར 	གནས་སྐབས 	ཐམས་ཅད་དུ 	།_། 	ལྟ 	bstod tshogs ka_.txt	ཕྱིར་ལྡོག་པ  -འི  མི  འཐད་ན  །_།  དེ  ཕྱིར  གནས་སྐབས  ཐམས་ཅད་དུ  །_།  ལྟ 
།_།  དེ  ཀོ 	བཟང 	ཡན་ཆད 	བཏུལ 	ལགས་པས 	།_། 	དེ 	ཀོ 	ཁྱོད་ལ 	སེམས་ཅན་གྱི 	།_། 	བུ 	bstod tshogs ka_.txt	བཟང  ཡན་ཆད  བཏུལ  ལགས་པས  །_།  དེ  ཀོ  ཁྱོད་ལ  སེམས་ཅན་གྱི  །_།  བུ 
།_།  དེ ་ལ 	།_། 	ཉིད་ཀྱི་བདེ་ལ 	ཆགས 	མི་མངའ 	།_། 	དེ	་ལ 	ལྟོས་པ 	དོར་བ 	-ར་མཛད 	།_། 	bstod tshogs ka_.txt	།_།  ཉིད་ཀྱི་བདེ་ལ  ཆགས  མི་མངའ  །_།  དེ ་ལ  ལྟོས་པ  དོར་བ  -ར་མཛད  །_། 
།_།  དེ ་ནི 	།_། 	ཁྱོད་ཀྱིས 	མྱ་ངན 	འདས་པ་བསྟན 	།_། 	དེ	་ནི 	སྤྱོད་བཟང 	མཐར་ཐུག་པའི 	།_། 	སེམས 	bstod tshogs ka_.txt	།_།  ཁྱོད་ཀྱིས  མྱ་ངན  འདས་པ་བསྟན  །_།  དེ ་ནི  སྤྱོད་བཟང  མཐར་ཐུག་པའི  །_།  སེམས 
།_།  དེ  སླད 	ཁྱོད་ཀྱིས 	མ 	ཉམས 	ཉིད་དུ་འཁུམས 	།_། 	དེ 	སླད 	ཆོས་སྐུ 	མ 	ལུས་པ 	།_། 	bstod tshogs ka_.txt	ཁྱོད་ཀྱིས  མ  ཉམས  ཉིད་དུ་འཁུམས  །_།  དེ  སླད  ཆོས་སྐུ  མ  ལུས་པ  །_། 
 དེ  །_། 						དེ 	།_། 	གཟུགས 	སྐུ 	ཏིལ་འབྲུ 	ལྟར 	bstod tshogs ka_.txt	     དེ  །_།  གཟུགས  སྐུ  ཏིལ་འབྲུ  ལྟར 
།_།  དེ  ལྟར 	།_། 	ཁྱོད་ནི 	ཡོངས་སུ 	མྱ་ངན་འདས 	།_། 	དེ 	ལྟར 	ཐོག་མ 	དབུས 	མཐའ་རུ 	།_། 	bstod tshogs ka_.txt	།_།  ཁྱོད་ནི  ཡོངས་སུ  མྱ་ངན་འདས  །_།  དེ  ལྟར  ཐོག་མ  དབུས  མཐའ་རུ  །_། 
།_།  དེ འི 	།_། 	ཚུལ 	ཁྲིམས་དང་ནི 	བསམ་གཏན་རྒྱུ 	།_། 	དེ	འི 	འབྲས་གཟུགས་དང 	གཟུགས 	མེད་པའང 	།_། 	bstod tshogs ka_.txt	།_།  ཚུལ  ཁྲིམས་དང་ནི  བསམ་གཏན་རྒྱུ  །_།  དེ འི  འབྲས་གཟུགས་དང  གཟུགས  མེད་པའང  །_། 
།_།  དེ  ཕྱིར 	ཕྱིར 	ཁྱོད་ཀྱིས 	མ 	དགོངས་ཏེ 	།_། 	དེ 	ཕྱིར 	བས 	མིན 	ཁྱོད 	ཕྱག་འཚལ 	bstod tshogs ka_.txt	ཕྱིར  ཁྱོད་ཀྱིས  མ  དགོངས་ཏེ  །_།  དེ  ཕྱིར  བས  མིན  ཁྱོད  ཕྱག་འཚལ 
།_།  དེ  སྨན 	སྨན 	མཛད་པ་ནི 	བསམ 	མི་ནུས 	།_། 	དེ 	སྨན 	མཛད་པ 	བསམ 	མིན་པས 	།_། 	bstod tshogs ka_.txt	སྨན  མཛད་པ་ནི  བསམ  མི་ནུས  །_།  དེ  སྨན  མཛད་པ  བསམ  མིན་པས  །_། 
།_།  དེ  དག་ལ་ཡང 	།_། 	ཁྱོད་ལ 	སེམས་ཅན་གང 	འདུད་པ 	།_། 	དེ 	དག་ལ་ཡང 	ཕྱག 	འཚལ་ལགས 	།_། 	ཁྱོད་ཀྱི 	bstod tshogs ka_.txt	།_།  ཁྱོད་ལ  སེམས་ཅན་གང  འདུད་པ  །_།  དེ  དག་ལ་ཡང  ཕྱག  འཚལ་ལགས  །_།  ཁྱོད་ཀྱི 
 དེ  ལ 						དེ 	ལ 	-འང 	ཕྱག 	འཚལ་ནས 	།_། 	bstod tshogs ka_.txt	     དེ  ལ  -འང  ཕྱག  འཚལ་ནས  །_། 
།_།  དེ ས་ན 	བདག་གི 	ཞོ་ཤ 	བས 	འཚལ་བས 	།_། 	དེ	ས་ན 	འཇིགས་པ 	མཆིས 	སླད་དུ 	།_། 	bstod tshogs ka_.txt	བདག་གི  ཞོ་ཤ  བས  འཚལ་བས  །_།  དེ ས་ན  འཇིགས་པ  མཆིས  སླད་དུ  །_། 
ཚོགས  དེ  -ས 	ལགས་གྲང 	།_། 	བསམ 	མིན 	ཚོགས 	དེ 	-ས 	ཕུན 	སུམ 	ཚོགས 	ཐོབ་པ 	bstod tshogs ka_.txt	ལགས་གྲང  །_།  བསམ  མིན  ཚོགས  དེ  -ས  ཕུན  སུམ  ཚོགས  ཐོབ་པ 
།_།  དེ ་ལ 	-ར 	བྱ་བ 	རྣམས 	བསྟན་ཏོ 	།_། 	དེ	་ལ 	དང་པོ 	-ས་ནི 	ཡོན་ཏན 	ཡོངས་སུ 	bstod tshogs ka_.txt	-ར  བྱ་བ  རྣམས  བསྟན་ཏོ  །_།  དེ ་ལ  དང་པོ  -ས་ནི  ཡོན་ཏན  ཡོངས་སུ 
།_།  དེ ་ལ 	བསྒྲུབ་པ 	-ར 	བྱ་བ 	བསྟན་ཏོ 	།_། 	དེ	་ལ 	ངན་སོང 	གནས 	ན 	-འང་ཞེས 	bstod tshogs ka_.txt	བསྒྲུབ་པ  -ར  བྱ་བ  བསྟན་ཏོ  །_།  དེ ་ལ  ངན་སོང  གནས  ན  -འང་ཞེས 
།_།  དེ ་ལ 	བསྟོད་པ 	རྩོམ་པ 	-ར 	བྱེད་དོ 	།_། 	དེ	་ལ 	བསྟོད་པ་ནི 	ཐུན་མོང 	མ་ཡིན་པ 	-འི 	bstod tshogs ka_.txt	བསྟོད་པ  རྩོམ་པ  -ར  བྱེད་དོ  །_།  དེ ་ལ  བསྟོད་པ་ནི  ཐུན་མོང  མ་ཡིན་པ  -འི 
།_།  དེ ་ཡང 	ཡོན་ཏན 	རྗོད་པ 	-ར 	བྱེད་པའོ 	།_། 	དེ	་ཡང 	གནས་སྐབས་གསུམ་པོ 	རྒྱུ 	-འི 	གནས་སྐབས་དང 	bstod tshogs ka_.txt	ཡོན་ཏན  རྗོད་པ  -ར  བྱེད་པའོ  །_།  དེ ་ཡང  གནས་སྐབས་གསུམ་པོ  རྒྱུ  -འི  གནས་སྐབས་དང 
།_།  དེ ་ལ 	-འི 	གནས་སྐབས 	རྣམས་དང 	ལྡན་པ་ཡིན་ནོ 	།_། 	དེ	་ལ 	རྒྱུ 	-འི 	གནས་སྐབས་ནི 	སེམས་བསྐྱེད་པ་ལ 	bstod tshogs ka_.txt	-འི  གནས་སྐབས  རྣམས་དང  ལྡན་པ་ཡིན་ནོ  །_།  དེ ་ལ  རྒྱུ  -འི  གནས་སྐབས་ནི  སེམས་བསྐྱེད་པ་ལ 
།_།  དེ ་ལ 	ཐུག་པ 	-འི 	བར 	དག་ཡིན་ནོ 	།_། 	དེ	་ལ 	རྒྱུ 	-འི 	གནས་སྐབས་ནི 	བསམ་པ 	bstod tshogs ka_.txt	ཐུག་པ  -འི  བར  དག་ཡིན་ནོ  །_།  དེ ་ལ  རྒྱུ  -འི  གནས་སྐབས་ནི  བསམ་པ 
།_།  དེ འི 	འགྱུར་བ 	-འི 	སྨོན་ལམ 	གང་ཡིན་པའོ 	།_། 	དེ	འི 	ཉེ་བ 	-ར 	བསྟན་པ་ཡང 	བཞི་སྟེ 	bstod tshogs ka_.txt	འགྱུར་བ  -འི  སྨོན་ལམ  གང་ཡིན་པའོ  །_།  དེ འི  ཉེ་བ  -ར  བསྟན་པ་ཡང  བཞི་སྟེ 
སྨོན་ལམ  དེ  -འི 	སོར་རྟོག་པའོ 	།_། 	བྱང 	ཆུབ་ཀྱི 	སྨོན་ལམ 	དེ 	-འི 	རྒྱུ 	བཞི་སྟེ 	།_ 	རིགས་དང 	bstod tshogs ka_.txt	སོར་རྟོག་པའོ  །_།  བྱང  ཆུབ་ཀྱི  སྨོན་ལམ  དེ  -འི  རྒྱུ  བཞི་སྟེ  །_  རིགས་དང 
།_  དེ  ལྟར་ན 	_། 	ཅེས 	གསུངས་པ 	དག་སྟེ 	།_ 	དེ 	ལྟར་ན 	དོན 	བཅུས་ནི 	བསམ་པ 	བསྟན་ཏོ 	bstod tshogs ka_.txt	_།  ཅེས  གསུངས་པ  དག་སྟེ  །_  དེ  ལྟར་ན  དོན  བཅུས་ནི  བསམ་པ  བསྟན་ཏོ 
།_།  དེ ་ལ 					།_། 	དེ	་ལ 	ངན་སོང 	གནས 	ན 	-འང་ཞེས 	bstod tshogs ka_.txt	    །_།  དེ ་ལ  ངན་སོང  གནས  ན  -འང་ཞེས 
།_།  དེ འི 	འགྱུར་བ 	-འི 	སྨོན་ལམ 	བསྟན་ཏོ 	།_། 	དེ	འི 	ཉེ་བ 	-ར 	རྟོག་པ 	བཞི་སྟེ 	bstod tshogs ka_.txt	འགྱུར་བ  -འི  སྨོན་ལམ  བསྟན་ཏོ  །_།  དེ འི  ཉེ་བ  -ར  རྟོག་པ  བཞི་སྟེ 
 དེ ་ལ 						དེ	་ལ 	སྡུག་བསྔལ 	རྣམས་ཀྱིས 	སྨས་པ 	-འི 	bstod tshogs ka_.txt	     དེ ་ལ  སྡུག་བསྔལ  རྣམས་ཀྱིས  སྨས་པ  -འི 
།_།  དེ འི 	བྱ་བ 	འདི་དག་ནི 	བྱང་ཆུབ་ཀྱི 	སྨོན་ལམ་ཡིན་ནོ 	།_། 	དེ	འི 	རྒྱུ་ཡང 	རྣམ་པ 	བཞི་སྟེ 	།_ 	bstod tshogs ka_.txt	བྱ་བ  འདི་དག་ནི  བྱང་ཆུབ་ཀྱི  སྨོན་ལམ་ཡིན་ནོ  །_།  དེ འི  རྒྱུ་ཡང  རྣམ་པ  བཞི་སྟེ  །_ 
 དེ ་ལ 						དེ	་ལ 	རེ་ཞིག 	སྨད་པ 	-འི 	གནས་སྐབས 	bstod tshogs ka_.txt	     དེ ་ལ  རེ་ཞིག  སྨད་པ  -འི  གནས་སྐབས 
།_  དེ  ལྟར 	བྱ་བ 	འདི་དག་ནི 	སྡུག་བསྔལ་གྱིས 	མི་ལྡོག་པ་ཡིན་ཏེ 	།_ 	དེ 	ལྟར 	ཚིགས་སུ 	བཅད་པ 	བཅུས 	དོན 	bstod tshogs ka_.txt	བྱ་བ  འདི་དག་ནི  སྡུག་བསྔལ་གྱིས  མི་ལྡོག་པ་ཡིན་ཏེ  །_  དེ  ལྟར  ཚིགས་སུ  བཅད་པ  བཅུས  དོན 
།_།  དེ ་ཡང 	ཕ་རོལ་ཏུ 	ཕྱིན་པ 	སྟོན་པ 	ཇི་སྙེད་པ་ཡིན་ནོ 	།_། 	དེ	་ཡང 	རྣམ་པ་གཉིས་ཏེ 	།_ 	མོས་པ 	-ས 	bstod tshogs ka_.txt	ཕ་རོལ་ཏུ  ཕྱིན་པ  སྟོན་པ  ཇི་སྙེད་པ་ཡིན་ནོ  །_།  དེ ་ཡང  རྣམ་པ་གཉིས་ཏེ  །_  མོས་པ  -ས 
།_།  དེ ་ལ 	།_ 	ས 	ཐོབ་པ 	རྣམས་ཀྱིའོ 	།_། 	དེ	་ལ 	རེ་ཞིག 	མོས་པ 	-ས 	སྤྱོད་པ 	bstod tshogs ka_.txt	།_  ས  ཐོབ་པ  རྣམས་ཀྱིའོ  །_།  དེ ་ལ  རེ་ཞིག  མོས་པ  -ས  སྤྱོད་པ 
